employee_id,age,gender,education_level,department,job_title,location,years_experience,years_at_company,performance_score,num_projects,training_hours,certifications,team_size,salary
EMP0509,53,Female,Master's,Product,Senior,Remote,2,0,3.0,19,49.0,2.0,16,107296.04
EMP0510,54,Male,Master's,Operations,Director,Seattle,13,4,4.1,19,8.0,5.0,23,227996.57
EMP0511,59,Male,High School,HR,Junior,New York,10,0,,12,110.0,0.0,11,62251.2
EMP0512,55,Female,Master's,Marketing,Senior,Boston,8,0,3.4,16,117.0,3.0,24,137742.7
EMP0513,32,Female,Bachelor's,Product,Junior,Remote,1,1,2.7,5,95.0,0.0,22,52779.85
EMP0514,52,Female,Bachelor's,Data Science,Senior,Boston,11,6,2.3,17,58.0,1.0,39,145609.49
EMP0515,39,Male,Master's,Engineering,Senior,Austin,16,9,3.1,14,55.0,0.0,15,159438.54
EMP0516,44,Male,PhD,Engineering,Mid-Level,San Francisco,5,3,4.4,12,90.0,2.0,49,183277.32
EMP0517,43,Female,High School,Marketing,Senior,Remote,4,2,2.9,13,9.0,1.0,15,66581.24
EMP0518,39,Female,Bachelor's,Data Science,Manager,Boston,7,3,2.8,14,24.0,3.0,10,176252.65
EMP0519,61,Male,Master's,Product,Junior,Remote,10,1,3.1,5,112.0,5.0,28,99796.8
EMP0520,60,Female,Master's,Engineering,Junior,New York,5,1,4.4,5,44.0,7.0,36,114019.73
EMP0521,41,Male,Master's,HR,Manager,San Francisco,12,9,3.8,18,96.0,7.0,17,207396.89
EMP0522,34,Male,Bachelor's,Marketing,Senior,San Francisco,16,0,4.0,14,10.0,5.0,36,152220.13
EMP0523,22,Male,Bachelor's,Product,Manager,Boston,4,1,1.8,18,100.0,7.0,22,126694.46
EMP0524,25,Male,Bachelor's,Data Science,Senior,San Francisco,6,6,2.6,1,8.0,1.0,23,148846.08
EMP0525,45,Female,Master's,Data Science,Lead,New York,10,3,2.6,7,6.0,6.0,29,226129.63
EMP0526,57,Male,Bachelor's,Marketing,Mid-Level,Remote,13,0,4.0,17,70.0,6.0,22,87219.17
EMP0527,57,Male,Bachelor's,Marketing,Lead,New York,8,0,3.7,3,33.0,0.0,11,127755.63
EMP0528,23,Female,PhD,Sales,Manager,Remote,5,2,3.9,10,82.0,6.0,36,146145.05
EMP0529,49,Female,High School,Engineering,Senior,Chicago,11,1,1.9,7,19.0,7.0,44,101817.97
EMP0530,47,Female,PhD,Data Science,Junior,Remote,3,1,4.0,12,113.0,4.0,29,88750.65
EMP0531,44,Female,Master's,Data Science,Mid-Level,Austin,10,1,3.7,15,105.0,4.0,42,136707.3
EMP0532,36,Male,Master's,Product,Junior,Remote,1,2,2.6,16,88.0,5.0,32,63240.42
EMP0533,57,Female,Bachelor's,Product,Mid-Level,Remote,4,0,3.1,8,4.0,4.0,14,83939.21
EMP0534,48,Female,High School,Finance,Mid-Level,New York,13,2,,6,111.0,1.0,18,111585.67
EMP0535,27,Female,Master's,Operations,Senior,New York,9,1,3.1,4,92.0,4.0,38,135749.39
EMP0536,56,Male,Master's,Product,Senior,San Francisco,6,0,3.5,11,54.0,,37,184566.19
EMP0537,60,Male,Master's,Data Science,Mid-Level,Seattle,16,0,4.2,17,90.0,5.0,34,185941.88
EMP0538,59,Female,Bachelor's,Engineering,Senior,Remote,1,2,2.5,2,88.0,3.0,45,83718.17
EMP0539,56,Male,Master's,Marketing,Junior,Chicago,6,5,2.9,6,100.0,4.0,23,67372.4
EMP0540,57,Female,Master's,Engineering,Junior,Seattle,9,0,2.4,4,14.0,2.0,32,102442.14
EMP0541,31,Female,Master's,Product,Junior,San Francisco,0,1,3.7,3,117.0,2.0,46,85259.69
EMP0542,51,Female,Master's,HR,Senior,Boston,7,0,2.1,7,47.0,1.0,3,97010.22
EMP0543,59,Female,Master's,Engineering,Mid-Level,Remote,2,2,3.3,7,3.0,5.0,43,90020.95
EMP0544,50,Female,Master's,Operations,Mid-Level,San Francisco,2,0,2.3,16,77.0,1.0,22,84154.11
EMP0545,60,Male,High School,HR,Mid-Level,Austin,6,6,3.2,2,119.0,3.0,23,63540.94
EMP0546,25,Male,Bachelor's,Sales,Lead,New York,0,0,,8,112.0,3.0,4,108501.41
EMP0547,26,Female,High School,Engineering,Junior,Austin,3,2,2.8,15,80.0,7.0,13,63069.6
EMP0548,25,Male,Bachelor's,Operations,Senior,Austin,0,1,3.4,16,20.0,0.0,32,66668.34
EMP0549,57,Male,Bachelor's,Finance,Senior,New York,8,0,2.6,1,79.0,3.0,29,147760.63
EMP0550,37,Male,High School,Data Science,Lead,Chicago,8,1,3.1,10,89.0,5.0,40,121298.97
EMP0551,46,Female,Bachelor's,Finance,Manager,San Francisco,6,0,2.1,7,8.0,6.0,40,171441.65
EMP0552,35,Male,Bachelor's,Data Science,Junior,Austin,12,3,3.7,16,65.0,6.0,45,104842.44
EMP0553,32,Female,Master's,Finance,Junior,Austin,6,1,2.9,10,106.0,5.0,10,86375.75
EMP0554,50,Male,PhD,Finance,Manager,New York,7,2,3.1,12,78.0,7.0,13,242958.95
EMP0555,55,Male,High School,Data Science,Senior,Boston,3,4,3.2,17,34.0,7.0,45,97049.04
EMP0556,43,Female,PhD,Marketing,Senior,Seattle,0,1,1.8,13,87.0,1.0,17,102596.79
EMP0557,35,Male,Bachelor's,Engineering,Senior,Chicago,7,0,2.7,12,111.0,2.0,38,106587.52
EMP0558,45,Female,Bachelor's,Engineering,Senior,New York,6,3,3.3,15,116.0,0.0,2,146288.71
EMP0559,60,Female,High School,Operations,Manager,Boston,16,4,3.1,14,50.0,6.0,17,124656.09
EMP0560,47,Female,Bachelor's,HR,Director,Remote,11,9,4.7,19,117.0,7.0,44,148454.73
EMP0561,57,Male,Master's,Operations,Lead,San Francisco,5,0,4.1,19,101.0,6.0,26,157293.84
EMP0562,60,Female,Master's,Engineering,Mid-Level,San Francisco,8,1,3.3,14,77.0,3.0,38,167388.15
EMP0563,37,Female,High School,Engineering,Manager,San Francisco,12,5,2.5,18,100.0,2.0,37,179478.67
EMP0564,59,Female,High School,Engineering,Junior,Austin,10,4,2.9,5,36.0,1.0,5,77094.25
EMP0565,53,Male,Bachelor's,Sales,Mid-Level,New York,16,2,3.7,6,5.0,7.0,25,127652.7
EMP0566,27,Female,Bachelor's,HR,Manager,San Francisco,4,0,3.3,18,81.0,4.0,9,118067.5
EMP0567,55,Female,Bachelor's,Marketing,Mid-Level,Seattle,12,1,4.1,14,85.0,0.0,28,100954.31
EMP0568,29,Female,Bachelor's,Marketing,Mid-Level,Austin,5,0,3.2,4,81.0,5.0,22,78194.94
EMP0569,51,Male,Master's,Data Science,Junior,Chicago,8,7,3.3,1,50.0,2.0,29,88555.44
EMP0570,48,Male,PhD,Sales,Manager,Chicago,5,0,4.3,13,65.0,1.0,35,160398.63
EMP0571,28,Male,Bachelor's,Finance,Senior,Austin,7,2,2.4,11,95.0,1.0,20,100303.77
EMP0572,48,Male,PhD,Data Science,Senior,New York,9,2,4.4,3,16.0,0.0,5,237920.43
EMP0573,46,Male,Bachelor's,Marketing,Mid-Level,New York,10,1,3.7,17,64.0,0.0,39,112080.21
EMP0574,36,Male,Bachelor's,HR,Lead,Remote,8,1,5.0,18,8.0,7.0,44,105624.33
EMP0575,46,Female,Bachelor's,Data Science,Lead,New York,0,1,2.7,10,12.0,3.0,32,118316.09
EMP0576,43,Male,Master's,Product,Mid-Level,Seattle,7,1,4.3,16,99.0,3.0,39,135780.15
EMP0577,39,Female,PhD,Engineering,Mid-Level,Remote,15,0,3.3,13,100.0,5.0,10,146167.01
EMP0578,33,Male,Master's,Product,Mid-Level,San Francisco,7,1,3.1,12,57.0,5.0,40,134834.65
EMP0579,44,Male,Bachelor's,Finance,Director,Chicago,15,4,3.4,4,29.0,7.0,17,197911.53
EMP0580,60,Male,Master's,Sales,Senior,Austin,7,8,3.3,8,30.0,0.0,37,116863.08
EMP0581,46,Male,Bachelor's,Marketing,Manager,Remote,0,1,2.7,12,22.0,0.0,15,70500.94
EMP0582,31,Female,Master's,Product,Mid-Level,Remote,5,4,3.1,19,62.0,2.0,9,93963.76
EMP0583,51,Female,Bachelor's,Finance,Lead,Boston,5,2,3.4,15,113.0,3.0,32,131663.05
EMP0584,31,Male,Bachelor's,Sales,Lead,New York,6,2,2.9,16,27.0,1.0,23,123901.17
EMP0585,55,Male,Bachelor's,HR,Senior,Seattle,2,3,3.6,12,58.0,6.0,11,85787.73
EMP0586,34,Male,Master's,Engineering,Director,Chicago,7,1,3.0,18,9.0,6.0,13,197412.35
EMP0587,50,Female,High School,Engineering,Mid-Level,Chicago,6,0,3.5,12,88.0,6.0,18,83950.55
EMP0588,59,Female,Master's,Engineering,Junior,New York,14,9,3.4,16,99.0,7.0,49,145170.62
EMP0589,30,Male,Bachelor's,Engineering,Senior,San Francisco,1,2,3.5,11,89.0,3.0,9,118535.54
EMP0590,34,Female,Master's,Engineering,Lead,Boston,9,1,2.3,14,25.0,3.0,42,179739.97
EMP0591,58,Female,Master's,Engineering,Senior,Chicago,10,11,4.0,2,108.0,0.0,5,161248.91
EMP0592,35,Male,Master's,HR,Mid-Level,San Francisco,11,1,2.6,13,76.0,6.0,43,111768.96
EMP0593,58,Male,Bachelor's,Engineering,Senior,Chicago,6,1,3.1,14,16.0,0.0,22,112653.25
EMP0594,30,Female,Bachelor's,Sales,Mid-Level,Remote,9,2,2.7,6,39.0,3.0,32,77756.68
EMP0595,29,Female,Bachelor's,Data Science,Mid-Level,Boston,9,0,3.2,12,67.0,4.0,47,122899.13
EMP0596,60,Female,Master's,Finance,Senior,San Francisco,0,1,3.1,7,22.0,4.0,2,128101.49
EMP0597,61,Female,Bachelor's,Operations,Lead,New York,6,0,3.7,4,34.0,5.0,21,132159.54
EMP0598,24,Male,Bachelor's,Engineering,Mid-Level,San Francisco,6,0,3.2,7,74.0,3.0,28,132959.19
EMP0599,61,Female,Bachelor's,Engineering,Mid-Level,Remote,8,2,2.9,13,75.0,6.0,24,98414.78
EMP0600,54,Female,Bachelor's,Engineering,Mid-Level,Austin,8,2,,11,8.0,7.0,24,101982.76
EMP0601,53,Male,Master's,Engineering,Junior,Austin,10,0,3.8,8,78.0,4.0,14,100505.14
EMP0602,28,Female,High School,Sales,Lead,Austin,10,9,3.6,19,44.0,7.0,37,113569.4
EMP0603,40,Female,Master's,Engineering,Manager,Chicago,5,2,3.8,2,36.0,7.0,27,163795.7
EMP0604,55,Male,Bachelor's,Engineering,Mid-Level,Boston,9,0,3.1,18,68.0,5.0,24,111184.36
EMP0605,35,Male,High School,Engineering,Lead,Austin,14,1,3.4,10,,5.0,6,141519.0
EMP0606,40,Male,Bachelor's,Marketing,Manager,New York,0,1,2.7,6,74.0,3.0,26,110264.35
EMP0607,47,Female,High School,Engineering,Manager,New York,9,2,2.7,4,72.0,5.0,15,166348.42
EMP0608,38,Male,Bachelor's,Sales,Junior,Austin,0,0,3.0,19,,0.0,29,48697.8
EMP0609,49,Female,Master's,Finance,Director,Remote,18,0,3.8,14,113.0,0.0,36,229976.46
EMP0610,40,Female,High School,Operations,Mid-Level,San Francisco,10,1,3.0,14,26.0,0.0,10,83866.82
EMP0611,48,Male,Master's,Engineering,Mid-Level,Remote,9,1,3.2,18,12.0,1.0,28,109231.51
EMP0612,40,Female,High School,Data Science,Junior,Boston,0,1,3.4,17,56.0,7.0,9,60826.46
EMP0613,54,Non-binary,Bachelor's,HR,Senior,San Francisco,5,6,3.2,18,59.0,0.0,21,96212.91
EMP0614,28,Male,Master's,Engineering,Junior,New York,5,0,3.9,18,11.0,6.0,10,114586.65
EMP0615,50,Male,Bachelor's,Data Science,Mid-Level,New York,16,5,2.7,5,8.0,0.0,4,134100.72
EMP0616,26,Female,Bachelor's,Product,Mid-Level,Boston,8,7,3.3,9,105.0,3.0,4,104695.18
EMP0617,51,Female,Bachelor's,Engineering,Lead,San Francisco,0,1,3.5,1,91.0,4.0,6,139543.42
EMP0618,29,Male,Bachelor's,Sales,Manager,Chicago,10,9,2.1,4,76.0,6.0,26,126178.18
EMP0619,33,Male,Master's,Data Science,Mid-Level,Austin,0,1,3.4,7,83.0,4.0,40,94141.25
EMP0620,34,Male,Bachelor's,Operations,Manager,Boston,0,1,4.1,11,115.0,0.0,16,93451.86
EMP0621,47,Non-binary,Master's,Engineering,Manager,New York,10,1,3.0,14,76.0,,8,243551.76
EMP0622,39,Male,Master's,Engineering,Lead,Chicago,11,2,2.4,10,26.0,0.0,28,168483.24
EMP0623,41,Male,Bachelor's,Marketing,Junior,Austin,10,6,3.5,19,89.0,0.0,16,73020.96
EMP0624,37,Female,PhD,Finance,Senior,Austin,17,1,3.3,8,62.0,5.0,38,192971.77
EMP0625,58,Male,Bachelor's,HR,Director,Boston,9,0,4.3,3,92.0,3.0,49,150643.5
EMP0626,24,Female,PhD,Sales,Senior,New York,6,0,3.5,8,28.0,3.0,1,164123.0
EMP0627,48,Male,High School,Marketing,Mid-Level,Boston,1,2,2.5,18,21.0,7.0,19,54756.57
EMP0628,36,Female,Master's,Operations,Senior,Seattle,12,4,2.5,5,72.0,3.0,17,126052.69
EMP0629,55,Male,Bachelor's,Engineering,Senior,Austin,0,1,3.8,11,87.0,4.0,49,93099.97
EMP0630,43,Female,Bachelor's,Sales,Senior,Seattle,18,0,3.4,9,105.0,6.0,28,150335.07
EMP0631,61,Female,Master's,Operations,Junior,Chicago,12,3,3.2,19,18.0,6.0,44,78056.69
EMP0632,44,Male,Master's,Data Science,Mid-Level,New York,21,0,3.3,12,37.0,1.0,12,192791.26
EMP0633,25,Male,High School,Finance,Lead,Seattle,7,2,3.5,5,94.0,4.0,6,132558.73
EMP0634,44,Male,Bachelor's,Finance,Manager,Austin,12,1,3.5,16,38.0,3.0,7,159321.54
EMP0635,30,Male,Master's,Engineering,Junior,Seattle,6,7,2.1,13,14.0,7.0,8,94238.85
EMP0636,45,Female,Master's,Marketing,Director,San Francisco,7,2,4.1,6,53.0,2.0,3,228153.86
EMP0637,42,Female,PhD,Finance,Mid-Level,Remote,2,2,4.1,16,31.0,1.0,49,99836.66
EMP0638,37,Male,Master's,Engineering,Senior,Austin,0,1,4.5,18,,0.0,21,123257.1
EMP0639,46,Female,PhD,Sales,Lead,New York,8,1,4.3,17,109.0,5.0,8,203437.65
EMP0640,47,Female,Master's,Marketing,Lead,Chicago,7,0,4.2,12,111.0,4.0,28,138298.08
EMP0641,30,Female,Bachelor's,Engineering,Director,Boston,2,2,3.0,1,45.0,5.0,30,159535.42
EMP0642,36,Male,Bachelor's,Sales,Mid-Level,Boston,3,4,3.4,7,60.0,1.0,32,78706.92
EMP0643,60,Male,Master's,Engineering,Manager,Austin,8,1,4.0,14,92.0,7.0,11,203362.77
EMP0644,54,Male,Master's,Sales,Junior,Remote,2,3,1.9,18,51.0,6.0,20,58073.35
EMP0645,22,Female,High School,Engineering,Lead,San Francisco,4,5,3.0,1,33.0,7.0,16,127330.58
EMP0646,26,Male,Bachelor's,Data Science,Lead,Chicago,2,3,2.0,10,,2.0,25,105249.36
EMP0647,30,Male,PhD,HR,Senior,Remote,9,3,3.4,15,34.0,1.0,45,113185.88
EMP0648,27,Male,Bachelor's,Operations,Mid-Level,Remote,2,3,4.1,11,69.0,4.0,9,58326.6
EMP0649,49,Female,Bachelor's,Data Science,Manager,Seattle,2,3,3.2,4,36.0,3.0,39,138372.7
EMP0650,47,Male,Bachelor's,Finance,Junior,Remote,0,1,2.8,15,77.0,0.0,49,50057.26
EMP0651,49,Male,Bachelor's,Engineering,Junior,New York,7,8,3.4,16,60.0,3.0,40,92945.52
EMP0652,61,Male,Bachelor's,Finance,Lead,Remote,15,2,3.5,15,110.0,3.0,40,135808.28
EMP0653,36,Male,Bachelor's,HR,Senior,San Francisco,14,1,3.5,17,113.0,7.0,3,144527.99
EMP0654,27,Female,High School,Operations,Manager,New York,9,0,2.3,11,48.0,4.0,16,123691.86
EMP0655,48,Male,Master's,Marketing,Mid-Level,San Francisco,0,1,3.4,18,8.0,3.0,12,83556.32
EMP0656,59,Male,Bachelor's,Engineering,Junior,Chicago,12,8,3.3,16,18.0,7.0,15,90308.5
EMP0657,25,Female,Master's,Sales,Manager,San Francisco,7,6,3.9,15,86.0,3.0,4,199356.27
EMP0658,32,Male,Master's,Sales,Senior,San Francisco,5,2,3.1,11,104.0,4.0,23,146184.76
EMP0659,42,Male,Bachelor's,HR,Junior,New York,14,2,4.6,13,27.0,7.0,27,93072.83
EMP0660,51,Female,Master's,HR,Lead,San Francisco,11,1,3.3,18,79.0,,39,173409.39
EMP0661,39,Male,Bachelor's,Sales,Senior,Austin,17,1,2.9,8,25.0,2.0,43,110676.38
EMP0662,56,Male,Master's,Product,Senior,Chicago,0,1,2.5,9,,3.0,37,95558.21
EMP0663,24,Male,Bachelor's,HR,Senior,San Francisco,1,1,2.8,11,39.0,1.0,13,74792.16
EMP0664,33,Male,Master's,Engineering,Manager,Boston,2,0,2.6,17,24.0,6.0,43,145656.42
EMP0665,48,Female,Master's,Engineering,Manager,Remote,6,2,3.1,1,98.0,0.0,37,163110.29
EMP0666,51,Female,Bachelor's,Engineering,Lead,Boston,15,0,4.4,11,117.0,5.0,40,183237.78
EMP0667,42,Female,Bachelor's,Engineering,Junior,San Francisco,4,5,2.2,7,68.0,0.0,21,81773.09
EMP0668,59,Male,Master's,Engineering,Manager,Boston,4,1,2.2,8,70.0,4.0,29,173463.85
EMP0669,42,Male,Master's,Engineering,Senior,New York,10,7,3.0,19,22.0,7.0,29,190463.84
EMP0670,59,Female,Bachelor's,Sales,Senior,New York,12,0,2.2,4,88.0,5.0,49,120770.12
EMP0671,61,Female,Master's,Engineering,Mid-Level,San Francisco,0,0,2.5,4,64.0,4.0,11,110840.97
EMP0672,36,Male,Bachelor's,Data Science,Manager,Boston,13,2,3.4,19,21.0,6.0,28,220431.17
EMP0673,39,Male,Master's,Engineering,Lead,San Francisco,4,4,3.2,9,63.0,7.0,10,194017.04
EMP0674,50,Male,Bachelor's,Finance,Junior,New York,7,2,3.5,17,116.0,6.0,5,97050.52
EMP0675,59,Male,Master's,Marketing,Mid-Level,New York,15,0,3.6,18,67.0,2.0,25,129964.25
EMP0676,42,Male,Bachelor's,Product,Manager,Remote,6,0,4.1,1,57.0,3.0,33,129371.34
EMP0677,38,Male,Bachelor's,Engineering,Junior,Seattle,0,1,3.5,14,27.0,4.0,17,71226.52
EMP0678,39,Female,High School,Marketing,Director,San Francisco,0,0,4.0,4,111.0,6.0,49,119392.67
EMP0679,58,Female,Bachelor's,Product,Senior,Austin,7,1,3.3,10,77.0,4.0,33,127414.26
EMP0680,59,Male,Bachelor's,Data Science,Senior,Austin,6,3,3.5,14,96.0,0.0,25,123677.86
EMP0681,33,Male,Bachelor's,Data Science,Mid-Level,Seattle,8,0,3.5,7,67.0,3.0,33,126649.27
EMP0682,32,Female,Master's,Sales,Mid-Level,San Francisco,5,0,3.4,12,105.0,2.0,9,120206.15
EMP0683,41,Male,High School,Engineering,Director,Remote,14,0,3.3,16,74.0,6.0,27,176830.56
EMP0684,30,Female,Bachelor's,Operations,Mid-Level,San Francisco,8,9,4.5,5,102.0,7.0,25,114443.06
EMP0685,22,Male,Bachelor's,Product,Lead,Seattle,0,1,3.7,11,95.0,4.0,4,127869.44
EMP0686,24,Female,High School,Finance,Mid-Level,New York,6,7,2.9,4,3.0,4.0,9,98228.08
EMP0687,42,Male,Bachelor's,HR,Junior,Chicago,17,1,4.8,13,0.0,7.0,46,79140.46
EMP0688,44,Male,Bachelor's,Sales,Junior,San Francisco,8,4,2.9,8,25.0,4.0,15,86830.85
EMP0689,30,Male,Bachelor's,Operations,Senior,Austin,9,0,3.2,7,,0.0,16,97195.26
EMP0690,40,Male,Bachelor's,Engineering,Director,New York,4,2,2.6,11,80.0,6.0,16,197226.37
EMP0691,40,Male,Bachelor's,Sales,Mid-Level,Boston,6,5,3.7,11,26.0,4.0,13,83920.8
EMP0692,44,Female,Bachelor's,Marketing,Mid-Level,San Francisco,10,5,4.4,17,41.0,4.0,14,115634.08
EMP0693,48,Male,High School,Finance,Mid-Level,Seattle,13,4,2.2,14,68.0,0.0,22,86744.53
EMP0694,48,Male,Bachelor's,Engineering,Senior,Boston,10,5,3.0,2,70.0,4.0,21,138349.42
EMP0695,60,Male,PhD,Engineering,Mid-Level,Austin,17,0,4.0,8,63.0,7.0,9,175026.88
EMP0696,57,Female,Bachelor's,HR,Manager,Boston,8,1,2.5,2,24.0,3.0,41,108389.7
EMP0697,33,Non-binary,Master's,Sales,Senior,Seattle,2,1,3.6,15,71.0,3.0,4,119779.58
EMP0698,48,Female,Bachelor's,HR,Senior,San Francisco,2,3,2.3,5,97.0,0.0,10,86081.29
EMP0699,55,Male,Master's,Engineering,Junior,Boston,14,1,3.5,6,104.0,3.0,35,113614.48
EMP0700,54,Female,Master's,Finance,Director,San Francisco,13,8,3.3,17,3.0,,9,279764.31
EMP0701,49,Female,Bachelor's,Finance,Mid-Level,Austin,0,1,5.0,8,11.0,5.0,48,84214.87
EMP0702,52,Female,PhD,Engineering,Junior,Boston,6,3,3.7,19,57.0,5.0,16,122691.89
EMP0703,53,Male,Bachelor's,Sales,Senior,Chicago,7,0,1.7,5,94.0,2.0,49,91167.22
EMP0704,41,Male,High School,Engineering,Senior,San Francisco,4,1,3.1,19,10.0,4.0,18,126001.76
EMP0705,61,Male,Master's,Engineering,Mid-Level,Chicago,0,1,3.8,14,100.0,2.0,10,96247.38
EMP0706,56,Male,Master's,Product,Mid-Level,Boston,4,2,2.9,10,107.0,3.0,21,108326.66
EMP0707,52,Female,Bachelor's,Sales,Lead,Remote,3,4,2.9,13,58.0,0.0,15,80732.26
EMP0708,52,Male,Bachelor's,Data Science,Junior,Austin,1,2,2.9,5,116.0,5.0,15,69802.31
EMP0709,59,Male,High School,Sales,Manager,Seattle,12,2,,7,35.0,0.0,11,135204.42
EMP0710,43,Female,Bachelor's,Operations,Senior,Remote,9,6,2.3,10,108.0,2.0,40,87605.87
EMP0711,30,Female,Master's,Operations,Mid-Level,New York,5,3,2.8,11,21.0,7.0,48,98904.74
EMP0712,30,Male,Bachelor's,HR,Senior,San Francisco,0,1,3.9,3,64.0,3.0,42,90084.81
EMP0713,36,Female,Bachelor's,Finance,Mid-Level,Seattle,6,0,2.9,13,49.0,6.0,41,98364.34
EMP0714,34,Male,Bachelor's,Marketing,Lead,Remote,10,1,2.8,2,3.0,4.0,47,104899.56
EMP0715,43,Female,High School,Sales,Senior,Remote,4,3,2.2,4,99.0,6.0,37,69119.45
EMP0716,37,Female,Bachelor's,Product,Mid-Level,Chicago,2,3,3.7,3,71.0,3.0,20,85669.32
EMP0717,53,Female,Master's,Data Science,Senior,New York,7,1,3.5,15,88.0,5.0,34,182242.28
EMP0718,23,Female,PhD,Product,Director,Chicago,5,0,3.9,4,91.0,7.0,22,239435.71
EMP0719,47,Female,Master's,Engineering,Mid-Level,San Francisco,0,1,3.1,4,51.0,3.0,48,116505.17
EMP0720,35,Male,High School,Operations,Manager,San Francisco,14,0,3.4,15,101.0,0.0,18,150323.35
EMP0721,59,Male,Master's,Product,Mid-Level,Boston,1,2,3.4,6,99.0,1.0,16,103240.31
EMP0722,55,Female,Master's,Engineering,Junior,New York,5,3,2.2,5,99.0,7.0,5,103571.76
EMP0723,29,Male,Master's,Engineering,Mid-Level,Remote,11,1,4.8,12,42.0,5.0,1,131676.39
EMP0724,57,Male,Bachelor's,Operations,Mid-Level,Chicago,8,6,3.9,7,104.0,6.0,19,77948.86
EMP0725,42,Female,Bachelor's,HR,Mid-Level,Austin,13,2,3.3,3,45.0,4.0,10,87687.75
EMP0726,49,Female,Bachelor's,Data Science,Junior,New York,15,3,3.0,7,3.0,5.0,21,120547.41
EMP0727,27,Male,High School,Engineering,Manager,San Francisco,0,0,4.1,12,12.0,5.0,13,127814.34
EMP0728,41,Male,Bachelor's,Data Science,Manager,New York,12,1,3.3,15,37.0,4.0,24,229763.31
EMP0729,52,Male,Bachelor's,Engineering,Lead,Remote,14,5,3.8,19,44.0,6.0,23,155057.75
EMP0730,54,Male,Bachelor's,Engineering,Junior,Boston,6,0,2.8,6,24.0,5.0,23,77094.95
EMP0731,28,Male,Master's,Engineering,Junior,Chicago,6,1,,8,66.0,,11,80423.69
EMP0732,29,Female,Bachelor's,Data Science,Junior,San Francisco,0,1,3.1,6,54.0,3.0,47,74662.6
EMP0733,30,Male,High School,Operations,Lead,Remote,11,0,3.2,3,95.0,0.0,2,82861.29
EMP0734,23,Male,PhD,Finance,Manager,San Francisco,0,1,3.5,5,38.0,3.0,6,184182.55
EMP0735,38,Male,PhD,Sales,Mid-Level,New York,12,0,4.2,9,64.0,1.0,11,164943.95
EMP0736,58,Non-binary,Master's,Data Science,Junior,Austin,0,1,4.0,16,74.0,5.0,15,73347.69
EMP0737,38,Male,PhD,Marketing,Senior,Remote,14,4,4.1,16,1.0,1.0,9,139020.16
EMP0738,59,Male,Bachelor's,Data Science,Mid-Level,New York,9,1,2.7,9,68.0,2.0,12,126219.05
EMP0739,56,Male,PhD,Marketing,Mid-Level,San Francisco,13,4,3.0,18,119.0,6.0,36,142727.32
EMP0740,60,Female,High School,Marketing,Senior,Remote,3,0,3.9,13,85.0,,28,64253.18
EMP0741,51,Female,Bachelor's,Marketing,Lead,New York,1,2,4.1,11,61.0,0.0,23,101629.65
EMP0742,27,Male,Bachelor's,Sales,Junior,New York,0,0,3.7,10,45.0,7.0,27,61303.09
EMP0743,25,Male,Bachelor's,Operations,Junior,Austin,7,0,2.8,10,76.0,0.0,24,58429.76
EMP0744,58,Male,Bachelor's,Finance,Director,Remote,11,6,2.5,6,111.0,5.0,14,164627.49
EMP0745,56,Male,Master's,Engineering,Mid-Level,Chicago,11,0,3.4,16,86.0,0.0,35,120439.37
EMP0746,30,Male,Master's,Data Science,Junior,Remote,9,5,2.6,12,110.0,2.0,27,85164.87
EMP0747,27,Male,Bachelor's,Marketing,Junior,Seattle,9,1,3.5,4,30.0,4.0,21,74193.71
EMP0748,34,Male,Bachelor's,Finance,Junior,New York,6,0,4.1,5,98.0,0.0,49,95502.68
EMP0749,43,Male,Master's,Data Science,Mid-Level,Remote,9,3,3.3,2,101.0,5.0,13,121420.14
EMP0750,49,Male,Master's,HR,Lead,Chicago,3,2,2.3,19,104.0,1.0,8,82403.34
EMP0751,51,Female,Bachelor's,Engineering,Mid-Level,San Francisco,6,1,2.8,1,34.0,6.0,44,119205.85
EMP0752,57,Male,Master's,Product,Mid-Level,Austin,23,0,3.8,4,44.0,0.0,44,153061.43
EMP0753,23,Male,Bachelor's,HR,Senior,San Francisco,5,0,3.5,12,76.0,0.0,44,93748.55
EMP0754,57,Male,Bachelor's,Sales,Senior,New York,0,1,3.6,2,53.0,0.0,34,93333.13
EMP0755,29,Female,PhD,Engineering,Manager,New York,5,2,4.4,12,70.0,5.0,42,255322.38
EMP0756,30,Female,Bachelor's,Data Science,Manager,Chicago,2,0,3.4,16,68.0,6.0,23,120488.16
EMP0757,22,Male,Bachelor's,HR,Junior,Remote,4,5,3.4,2,28.0,4.0,9,48256.83
EMP0758,34,Male,Master's,Finance,Lead,Austin,3,0,3.8,17,71.0,0.0,1,137684.23
EMP0759,36,Male,Master's,Data Science,Senior,Remote,6,0,,2,7.0,4.0,36,125214.64
EMP0760,53,Male,High School,Data Science,Director,San Francisco,4,0,2.9,4,53.0,4.0,46,173827.88
EMP0761,55,Male,Bachelor's,Engineering,Senior,San Francisco,8,2,2.7,6,,6.0,16,156170.56
EMP0762,52,Female,High School,Sales,Director,New York,4,0,3.7,7,82.0,6.0,25,143185.97
EMP0763,35,Female,Master's,Engineering,Lead,New York,9,1,2.6,15,102.0,2.0,18,211060.91
